UID,fips,period,INFRA120001,INFRA120002,INFRA120003,INFRA120004,INFRA150001,INFRA150002,INFRA150003,INFRA150004,INFRA150005,INFRA150006,INFRA150007,INFRA150008,INFRA150009,INFRA150010,INFRA150011,INFRA150012,INFRA150013,INFRA150014,INFRA150015,INFRA150016,INFRA150017,INFRA150018,INFRA140003,INFRA140004,SOCWB350001,SOCWB350002,SOCWB350003,BLTENV220001,BLTENV220002,BLTENV220003,BLTENV220004,INFRA110007,BLTENV220005,BLTENV220006,BLTENV220007,INFRA120005,INFRA120006,INFRA120007,INFRA120008,BLTENV220008,BLTENV220009,BLTENV220010,BLTENV220011,INFRA140007,ECNVIT510001,INFRA130002,SOCWB320013,SOCWB310003,SOCWB310004,ECNVIT530001,ECNVIT530002,SOCWB310005,SOCWB310006,ECNVIT530003,ECNVIT530004,BLTENV220017,BLTENV220018,ECNVIT530005,ECNVIT530006,SOCWB310007,SOCWB310008,SOCWB310009,SOCWB310010,BLTENV220022,BLTENV220023,SOCWB310011,SOCWB310012,BLTENV220029,BLTENV220030,ECNVIT530007,ECNVIT530008,SOCWB310015,SOCWB310017,SOCWB330004,SOCWB330005,SOCWB330006,SOCWB330007,SOCWB330008,SOCWB330009,SOCWB350006,SOCWB350007,SOCWB330010,SOCWB330011,SOCWB330012,SOCWB330013,SOCWB310018,SOCWB310019,ECNVIT510002,ECNVIT510003,SOCWB320016,SOCWB320017,SOCWB320018,SOCWB320019,SOCWB330014,SOCWB330015,SOCWB330016,SOCWB330017,NATENV410002,NATENV410003,NATENV410004,NATENV410005
23167,21021,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,750,,,,,,,,,,,,,,,,,,,,,,,,,28112,4278,,,,,,,,,,,,,,,,,229,64,2342,25011,,,,,,,,
23168,21021,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,749,,,,,,,,,,,,,,,,,,,,,,,,,28288,4393,,,,,,,,,,,,,,,,,219,67,2325,25178,,,,,,,,
23169,21021,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,789,,,,,,,,,,,,,,,,,,,,,,,,,28297,4516,,,,,,,,,,,,,,,,,234,67,2218,25265,,,,,,,,
23170,21021,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.48613377,50.41190865,,43.87688885,47.03810142,,8.686381756,,7.128874388,60.7177814,2.536704731,20.9469593,11,,790,,4303,,274,,708,,1857,,339,,40720,,347,,1034,,874,,584,,1473,,22534,28497,4628,,4423.03,,15679.95,,3727.94,,,,,,,,6227,,1089,226,83,2148,25486,,4844,,4509.76,,,,
23171,21021,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.06472597,61.70271589,,44.42103335,46.0974716,0,9.023451814,,7.058058221,61.18881119,1.943405432,20.84793546,11,,867,,,,,,,,,,,,,,,,,,,,,,,,,28756,4671,,,,,,,,,,,,,,,,,257,73,2175,25681,,,,,31.22,0.66,59.06,2.25
23172,21021,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.49046962,61.64409117,,44.58404379,46.39684107,0,8.606299919,,6.991645713,60.32930489,1.427528591,20.2354339,9,,860,,,,,,,,,,,,,,,,,,,,,,,,,28993,4890,,,,,,,,,,,,,,,,,260,80,2172,25916,,,,,,,,
23173,21021,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.49151717,63.93376086,,45.43243243,45.7027027,0,8.405405405,,6.575209027,58.55183051,1.063398003,19.68797908,9,,906,,,,,,,,,,,,,,,,,,,,,,,,,29621,5085,,,,,,,,,,,,,,,,,256,84,2324,26356,,,,,,,,
23174,21021,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.18967888,63.8518159,,47.65504052,44.12166469,0,7.995628813,,7.045215563,57.65590876,1.156677182,19.24624921,7,,931,,,,,,,,,,,,,,,,,,,,,,,,,29809,5234,,,,,,,,,,,,,,,,,268,85,2302,26526,,,,,,,,
23175,21021,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.42753331,66.63706096,,49.18062472,42.1186057,0,8.356722499,,7.444489302,58.41744045,1.098102543,20.07795983,6,,948,,4660,,258,,698,,1972,,260,,39704,,343,,1017,,922,,637,,1340,,22368,29807,5409,,4474.85,,16894.04,,3218,,2970,,4291,,1123,,6041,,940,273,97,2349,26447,,4585,,4197,,,,
23176,21021,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.57996613,68.17565933,,49.77026282,42.12460945,0,7.783495681,,6.379546738,56.44810065,1.677554642,19.96409413,5,,977,,,,,,,,,,,,,,,,,,,,,,,,,30018,5582,,,,,,,,,,,,,,,,,291,97,2357,26626,,,,,,,,
23177,21021,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.7816092,11.94241132,68.11228183,,51.80689655,39.36551724,0,8.395402299,,6.611437304,58.18386552,1.544277326,20.50129646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23178,21022,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23179,21022,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23180,21022,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23181,21022,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23182,21022,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23183,21022,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23184,21023,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,39,,,,,,,,,,,,,,,,,,,,,,,,,8267,1117,,,,,,,,,,,,,,,,,5,21,51,8162,,,,,,,,
23185,21023,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,39,,,,,,,,,,,,,,,,,,,,,,,,,8334,1121,,,,,,,,,,,,,,,,,5,21,51,8230,,,,,41.93,5.44,36.52,9.22
23186,21023,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,45,,,,,,,,,,,,,,,,,,,,,,,,,8408,1116,,,,,,,,,,,,,,,,,5,22,49,8302,,,,,,,,
23187,21023,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,54,,,,,,,,,,,,,,,,,,,,,,,,,8387,1125,,,,,,,,,,,,,,,,,5,21,49,8277,,,,,,,,
23188,21023,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,53,,,,,,,,,,,,,,,,,,,,,,,,,8592,1128,,,,,,,,,,,,,,,,,6,25,48,8471,,,,,,,,
23189,21023,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,72,,,,,,,,,,,,,,,,,,,,,,,,,8533,1104,,,,,,,,,,,,,,,,,4,20,38,8408,,,,,,,,
23190,21023,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,80,,,,,,,,,,,,,,,,,,,,,,,,,8484,1110,,,,,,,,,,,,,,,,,5,17,39,8354,,,,,41.7,5.71,36.57,9.07
23191,21023,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,81,,,,,,,,,,,,,,,,,,,,,,,,,8468,1111,,,,,,,,,,,,,,,,,5,18,40,8327,,,,,,,,
23192,21023,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,91,,,,,,,,,,,,,,,,,,,,,,,,,8471,1137,,,,,,,,,,,,,,,,,5,18,39,8329,,,,,,,,
23193,21023,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,99,,,,,,,,,,,,,,,,,,,,,,,,,8473,1149,,,,,,,,,,,,,,,,,5,18,39,8329,,,,,,,,
23194,21023,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8529106,55.10654886,,44.41296821,28.64337425,,26.94365754,,23.1029106,64.89085239,1.481288981,30.82729469,11,,90,,1071,,20,,218,,582,,134,,38481,,273,,964,,889,,484,,671,,18671,8499,1164,,650.76,,4151.4,,1579.68,,,,,,,,2165,,262,12,11,66,8334,,1612,,1534.62,,,,
23195,21023,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.48814796,63.40192759,,46.71009772,27.4267101,0,25.86319218,,22.5058609,62.82886168,1.510810107,32.51914016,11,,108,,,,,,,,,,,,,,,,,,,,,,,,,8501,1191,,,,,,,,,,,,,,,,,5,20,33,8362,,,,,41.57,5.98,36.48,8.91
23196,21023,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.27570093,65.40758048,,47.5085113,25.68864129,0,26.33859486,,23.28660436,66.32917965,0.986500519,35.23984112,9,,119,,,,,,,,,,,,,,,,,,,,,,,,,8468,1245,,,,,,,,,,,,,,,,,6,22,37,8314,,,,,,,,
23197,21023,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.49856059,64.38628631,,50,24.41574416,0,25.18450185,,24.10363779,66.60560063,1.491756085,34.91551459,10,,131,,,,,,,,,,,,,,,,,,,,,,,,,8436,1258,,,,,,,,,,,,,,,,,4,22,47,8269,,,,,,,,
23198,21023,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.75755996,62.03076121,,50.56009688,24.37178323,0,24.46260975,,25,67.10114703,1.485922836,34.26170468,8,,127,,,,,,,,,,,,,,,,,,,,,,,,,8389,1297,,,,,,,,,,,,,,,,,5,23,51,8214,,,,,,,,
23199,21023,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7967076,64.06584792,,49.04632153,25.0983954,0,25.43142598,,25.00653253,65.76953227,1.175855762,37.84817876,6,,134,,1356,,27,,236,,574,,289,,36327,,291,,1066,,957,,556,,524,,21054,8329,1312,,794.36,,4709.42,,1117,,667,,1544,,541,,2079,,317,6,26,49,8140,,1527,,1377,,,,
23200,21023,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.64776587,64.98562843,,50.32239156,23.94490035,0,24.44314185,,25.32009407,67.1021688,1.019074993,36.64040778,6,,140,,,,,,,,,,,,,,,,,,,,,,,,,8400,1339,,,,,,,,,,,,,,,,,7,21,54,8202,,,,,,,,
23201,21023,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98395098,12.73198548,68.75583204,,49.72278961,24.68631456,0,24.04435366,,24.02799378,64.33385174,1.01088647,35.57872469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23202,21024,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23203,21024,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23204,21024,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23205,21024,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23206,21025,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,106,,,,,,,,,,,,,,,,,,,,,,,,,15999,1854,,,,,,,,,,,,,,,,,47,15,66,15803,,,,,,,,
23207,21025,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,109,,,,,,,,,,,,,,,,,,,,,,,,,15664,1833,,,,,,,,,,,,,,,,,48,15,69,15467,,,,,45.41,1.14,43.82,2.35
23208,21025,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,101,,,,,,,,,,,,,,,,,,,,,,,,,15346,1841,,,,,,,,,,,,,,,,,51,15,65,15151,,,,,,,,
23209,21025,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,102,,,,,,,,,,,,,,,,,,,,,,,,,15098,1834,,,,,,,,,,,,,,,,,49,14,59,14911,,,,,,,,
23210,21025,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,97,,,,,,,,,,,,,,,,,,,,,,,,,14975,1838,,,,,,,,,,,,,,,,,51,15,58,14790,,,,,,,,
23211,21025,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,98,,,,,,,,,,,,,,,,,,,,,,,,,14792,1872,,,,,,,,,,,,,,,,,59,19,53,14582,,,,,,,,
23212,21025,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,89,,,,,,,,,,,,,,,,,,,,,,,,,14549,1896,,,,,,,,,,,,,,,,,64,17,51,14337,,,,,45.3,1.32,43.66,2.35
23213,21025,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,91,,,,,,,,,,,,,,,,,,,,,,,,,14327,1912,,,,,,,,,,,,,,,,,67,17,49,14109,,,,,,,,
23214,21025,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,88,,,,,,,,,,,,,,,,,,,,,,,,,14249,1890,,,,,,,,,,,,,,,,,65,19,47,14033,,,,,,,,
23215,21025,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,90,,,,,,,,,,,,,,,,,,,,,,,,,14009,1879,,,,,,,,,,,,,,,,,69,19,44,13790,,,,,,,,
23216,21025,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.60100219,51.88224241,,59.61575043,10.10081796,,30.05516454,,36.01628562,59.03538992,1.706858754,25.44709198,14,,79,,1906,,66,,720,,1863,,787,,19906,,213,,847,,2300,,405,,1129,,16442,13875,1864,,1013.89,,6102.87,,3901.09,,,,,,,,3233,,557,69,14,72,13633,,2221,,2216.55,,,,
23217,21025,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.78797519,54.94194369,,60.55701919,10.42529168,0,28.84832518,,37.14013043,59.36058533,1.940512168,28.70022261,13,,102,,,,,,,,,,,,,,,,,,,,,,,,,13839,1937,,,,,,,,,,,,,,,,,72,15,51,13603,,,,,45.25,1.28,43.55,2.35
23218,21025,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9404079,57.0681963,,60.46818954,11.87464603,0,27.46837833,,37.31676227,62.60356915,1.673040153,28.25495959,14,,111,,,,,,,,,,,,,,,,,,,,,,,,,13657,1996,,,,,,,,,,,,,,,,,77,13,55,13416,,,,,,,,
23219,21025,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.29335051,55.17952021,,59.30056711,12.58979206,0,27.9584121,,39.63934954,63.87055225,0.933827081,27.61113886,15,,114,,,,,,,,,,,,,,,,,,,,,,,,,13584,2025,,,,,,,,,,,,,,,,,80,16,59,13325,,,,,,,,
23220,21025,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.25116503,53.10139804,,58.83327199,15.16378358,0,25.89252852,,39.28973164,66.68809256,1.49445605,28.01477713,11,,109,,,,,,,,,,,,,,,,,,,,,,,,,13425,2065,,,,,,,,,,,,,,,,,86,14,61,13146,,,,,,,,
23221,21025,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.50016113,55.00161134,,58.93702221,13.79686931,0,27.17510011,,39.94521431,65.2755398,0.902352562,27.2308642,9,,117,,2188,,54,,706,,1857,,337,,25817,,263,,923,,2479,,493,,712,,15737,13430,2132,,1058.62,,6512.42,,3184,,1748,,4366,,1166,,2918,,602,80,18,66,13136,,2160,,1973,,,,
23222,21025,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.43513296,57.19903304,,59.23831071,14.9321267,0,25.82956259,,40.2256245,64.07735697,1.128122482,25.53657302,9,,125,,,,,,,,,,,,,,,,,,,,,,,,,13284,2166,,,,,,,,,,,,,,,,,79,15,72,12985,,,,,,,,
23223,21025,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.58143018,14.41993334,57.52737661,,59.13515537,15.63084987,0,25.23399476,,39.72385336,61.9584193,1.079193779,27.68092974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23224,21026,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23225,21026,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23226,21026,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23227,21026,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23228,21026,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23229,21026,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23230,21027,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,134,,,,,,,,,,,,,,,,,,,,,,,,,18682,2660,,,,,,,,,,,,,,,,,15,44,536,17934,,,,,,,,
23231,21027,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,143,,,,,,,,,,,,,,,,,,,,,,,,,18837,2698,,,,,,,,,,,,,,,,,15,43,545,18079,,,,,38.19,2.69,52.8,0.07
23232,21027,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,141,,,,,,,,,,,,,,,,,,,,,,,,,19030,2745,,,,,,,,,,,,,,,,,16,48,488,18313,,,,,,,,
23233,21027,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,146,,,,,,,,,,,,,,,,,,,,,,,,,19209,2808,,,,,,,,,,,,,,,,,22,43,482,18482,,,,,,,,
23234,21027,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,150,,,,,,,,,,,,,,,,,,,,,,,,,19326,2832,,,,,,,,,,,,,,,,,22,52,467,18600,,,,,,,,
23235,21027,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,162,,,,,,,,,,,,,,,,,,,,,,,,,19579,2827,,,,,,,,,,,,,,,,,31,69,463,18829,,,,,,,,
23236,21027,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,156,,,,,,,,,,,,,,,,,,,,,,,,,19590,2853,,,,,,,,,,,,,,,,,35,69,450,18840,,,,,37.2,3.34,53.14,0.07
23237,21027,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,168,,,,,,,,,,,,,,,,,,,,,,,,,19819,2906,,,,,,,,,,,,,,,,,35,66,455,19041,,,,,,,,
23238,21027,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,166,,,,,,,,,,,,,,,,,,,,,,,,,20018,2997,,,,,,,,,,,,,,,,,42,70,413,19274,,,,,,,,
23239,21027,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,179,,,,,,,,,,,,,,,,,,,,,,,,,19979,3069,,,,,,,,,,,,,,,,,42,70,412,19214,,,,,,,,
23240,21027,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.40870388,52.19772942,,41.83837303,20.96601552,,36.91463741,,25.79943236,56.14947966,2.223273415,31.5264566,13,,190,,3113,,55,,486,,1341,,169,,37395,,255,,830,,2727,,479,,3096,,17757,20060,3131,,1057.68,,10319.16,,3567.44,,,,,,,,4913,,1036,58,60,402,19276,,3671,,3160.73,,,,
23241,21027,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.17255678,58.45443408,,46.58864211,21.31932438,0,31.86593962,,26.30289322,55.91367449,2.469135802,29.81072555,12,,211,,,,,,,,,,,,,,,,,,,,,,,,,20274,3194,,,,,,,,,,,,,,,,,42,78,432,19459,,,,,37.06,3.25,53.26,0.07
23242,21027,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.33992467,58.02542373,,47.62997974,21.85010128,0,30.12829169,,28.27683616,56.32768362,2.175141243,26.880227,10,,237,,,,,,,,,,,,,,,,,,,,,,,,,20095,3305,,,,,,,,,,,,,,,,,42,84,434,19273,,,,,,,,
23243,21027,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.80098187,58.13632931,,50.53375849,21.41965895,0,27.82476085,,28.15332326,54.46563444,2.020392749,28.73645394,9,,241,,,,,,,,,,,,,,,,,,,,,,,,,20053,3384,,,,,,,,,,,,,,,,,51,87,433,19206,,,,,,,,
23244,21027,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.48435143,57.04656863,,51.48122867,20.72354949,0,27.65870307,,30.23190045,54.60972851,1.602564103,28.3228974,7,,252,,,,,,,,,,,,,,,,,,,,,,,,,19897,3497,,,,,,,,,,,,,,,,,57,92,426,19045,,,,,,,,
23245,21027,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.53980217,56.52567122,,52.58325339,19.35041798,0,27.8607647,,30.58878945,54.48893076,1.563824776,29.09278634,6,,241,,3156,,46,,476,,1354,,169,,43479,,289,,901,,3247,,529,,3318,,19185,19993,3607,,1314.04,,10816.62,,3367,,2627,,3422,,944,,4708,,996,61,92,419,19126,,3584,,3298,,,,
23246,21027,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.83279985,57.64545283,,52.21299197,17.78564619,0,29.79708566,,28.70457541,54.82959895,0.922613444,29.79343441,6,,243,,,,,,,,,,,,,,,,,,,,,,,,,19961,3710,,,,,,,,,,,,,,,,,68,90,407,19092,,,,,,,,
23247,21027,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.15334137,16.38803467,58.20892741,,52.22981117,19.64644436,0,28.00321414,,28.34777747,54.33789954,0.875966825,31.55888502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23248,21028,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23249,21029,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,382,,,,,,,,,,,,,,,,,,,,,,,,,61590,4848,,,,,,,,,,,,,,,,,172,209,245,60535,,,,,,,,
23250,21029,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,465,,,,,,,,,,,,,,,,,,,,,,,,,62596,5052,,,,,,,,,,,,,,,,,210,211,335,61365,,,,,26.83,0.72,65.89,0.006818458
23251,21029,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,502,,,,,,,,,,,,,,,,,,,,,,,,,63775,5191,,,,,,,,,,,,,,,,,238,222,400,62422,,,,,,,,
23252,21029,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,553,,,,,,,,,,,,,,,,,,,,,,,,,65074,5439,,,,,,,,,,,,,,,,,260,214,419,63650,,,,,,,,
23253,21029,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,650,,,,,,,,,,,,,,,,,,,,,,,,,66937,5804,,,,,,,,,,,,,,,,,272,224,453,65394,,,,,,,,
23254,21029,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,715,6538,,151,,792,,,,1091,,48915,,300,,1075,,2808,,565,,1989,,20879,,68620,6221,4773.18,,25892.25,,9064.28,,,,5743,,1605,,,,2547,,277,213,507,66987,13091,,11564.16,,,,,
23255,21029,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,756,6644,,133,,1047,,,,944,,52147,,337,,1084,,2482,,624,,2114,,22192,,70042,6579,5377.4,,40207.21,,9893.93,,,,4209,,875,,17177,,2107,,285,220,486,68395,13079,,11752.24,,26.84,0.74,65.79,0.006818458
23256,21029,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,871,7852,,138,,656,,,,987,,47200,,293,,1151,,3179,,586,,1392,,21249,,71577,7050,5192.61,,41041.63,,10222.74,,,,7888,,1905,,18196,,2167,,302,238,557,69776,13744,,11880.49,,,,,
23257,21029,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,931,7244,,209,,737,,2147,,14,,52550,,324,,1154,,3299,,670,,1641,,23821,,72738,7492,6165.19,,42697.77,,9056.18,,,,6125,,1807,,18153,,-99,,325,229,534,70935,13730,,12398.19,,,,,
23258,21029,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,1011,8690,,460,,1194,,3092,,738,,46370,,363,,1142,,2973,,732,,1905,,23008,,73743,7939,5871.36,,42970.09,,9993.37,,,,8338,,2227,,17715,,5903,,369,252,563,71770,14132,,12308.97,,,,,
